rh.aparc.a2009s.area,rh_G_and_S_frontomargin_area,rh_G_and_S_occipital_inf_area,rh_G_and_S_paracentral_area,rh_G_and_S_subcentral_area,rh_G_and_S_transv_frontopol_area,rh_G_and_S_cingul-Ant_area,rh_G_and_S_cingul-Mid-Ant_area,rh_G_and_S_cingul-Mid-Post_area,rh_G_cingul-Post-dorsal_area,rh_G_cingul-Post-ventral_area,rh_G_cuneus_area,rh_G_front_inf-Opercular_area,rh_G_front_inf-Orbital_area,rh_G_front_inf-Triangul_area,rh_G_front_middle_area,rh_G_front_sup_area,rh_G_Ins_lg_and_S_cent_ins_area,rh_G_insular_short_area,rh_G_occipital_middle_area,rh_G_occipital_sup_area,rh_G_oc-temp_lat-fusifor_area,rh_G_oc-temp_med-Lingual_area,rh_G_oc-temp_med-Parahip_area,rh_G_orbital_area,rh_G_pariet_inf-Angular_area,rh_G_pariet_inf-Supramar_area,rh_G_parietal_sup_area,rh_G_postcentral_area,rh_G_precentral_area,rh_G_precuneus_area,rh_G_rectus_area,rh_G_subcallosal_area,rh_G_temp_sup-G_T_transv_area,rh_G_temp_sup-Lateral_area,rh_G_temp_sup-Plan_polar_area,rh_G_temp_sup-Plan_tempo_area,rh_G_temporal_inf_area,rh_G_temporal_middle_area,rh_Lat_Fis-ant-Horizont_area,rh_Lat_Fis-ant-Vertical_area,rh_Lat_Fis-post_area,rh_Pole_occipital_area,rh_Pole_temporal_area,rh_S_calcarine_area,rh_S_central_area,rh_S_cingul-Marginalis_area,rh_S_circular_insula_ant_area,rh_S_circular_insula_inf_area,rh_S_circular_insula_sup_area,rh_S_collat_transv_ant_area,rh_S_collat_transv_post_area,rh_S_front_inf_area,rh_S_front_middle_area,rh_S_front_sup_area,rh_S_interm_prim-Jensen_area,rh_S_intrapariet_and_P_trans_area,rh_S_oc_middle_and_Lunatus_area,rh_S_oc_sup_and_transversal_area,rh_S_occipital_ant_area,rh_S_oc-temp_lat_area,rh_S_oc-temp_med_and_Lingual_area,rh_S_orbital_lateral_area,rh_S_orbital_med-olfact_area,rh_S_orbital-H_Shaped_area,rh_S_parieto_occipital_area,rh_S_pericallosal_area,rh_S_postcentral_area,rh_S_precentral-inf-part_area,rh_S_precentral-sup-part_area,rh_S_suborbital_area,rh_S_subparietal_area,rh_S_temporal_inf_area,rh_S_temporal_sup_area,rh_S_temporal_transverse_area,rh_WhiteSurfArea_area,BrainSegVolNotVent,eTIV
sub-CC120218_T1w,531.0,777.0,803.0,926.0,732.0,1756.0,836.0,868.0,300.0,189.0,1500.0,974.0,298.0,631.0,2515.0,4319.0,361.0,361.0,1168.0,1181.0,1008.0,1677.0,781.0,1424.0,1511.0,1365.0,1340.0,1192.0,1736.0,1211.0,552.0,361.0,205.0,1124.0,476.0,576.0,1577.0,1632.0,201.0,119.0,887.0,2312.0,1127.0,1847.0,2151.0,767.0,349.0,732.0,754.0,617.0,212.0,1183.0,1194.0,1796.0,271.0,1604.0,626.0,929.0,397.0,758.0,1284.0,236.0,348.0,633.0,1383.0,875.0,1139.0,1130.0,820.0,185.0,564.0,761.0,3558.0,222.0,74745.4,1052329.0,1446273.042561
sub-CC210023_T1w,663.0,1099.0,813.0,1240.0,867.0,2011.0,1211.0,1246.0,396.0,230.0,1221.0,962.0,339.0,664.0,3106.0,4827.0,398.0,447.0,1287.0,1051.0,1389.0,1784.0,1057.0,1823.0,2199.0,2115.0,1417.0,1313.0,2013.0,1704.0,654.0,398.0,308.0,1384.0,653.0,785.0,1717.0,1881.0,202.0,165.0,1017.0,2080.0,1285.0,1174.0,2062.0,848.0,418.0,786.0,1039.0,697.0,389.0,1508.0,1528.0,1924.0,500.0,1942.0,714.0,725.0,577.0,754.0,1319.0,377.0,578.0,898.0,1602.0,1249.0,1542.0,1020.0,1251.0,308.0,1004.0,883.0,4416.0,172.0,87627.0,1144828.0,1567278.711264
sub-CC210088_T1w,592.0,806.0,757.0,1000.0,761.0,1822.0,935.0,937.0,405.0,193.0,1385.0,786.0,311.0,567.0,2299.0,4329.0,468.0,437.0,1494.0,1167.0,1190.0,1734.0,672.0,1622.0,1749.0,1527.0,1468.0,1060.0,1585.0,1861.0,569.0,301.0,219.0,1076.0,524.0,650.0,1453.0,1719.0,281.0,142.0,963.0,2327.0,1434.0,1377.0,1732.0,836.0,406.0,737.0,827.0,432.0,234.0,1147.0,1627.0,1615.0,317.0,2164.0,608.0,1043.0,420.0,727.0,1395.0,264.0,403.0,666.0,1645.0,920.0,1287.0,897.0,970.0,109.0,958.0,604.0,3101.0,162.0,77205.1,1017121.0,1402578.709426
sub-CC210314_T1w,584.0,864.0,749.0,870.0,839.0,1902.0,908.0,928.0,393.0,222.0,1907.0,999.0,280.0,653.0,2053.0,3699.0,334.0,451.0,1467.0,1276.0,1300.0,2446.0,878.0,1613.0,1819.0,1467.0,1359.0,1446.0,1534.0,1293.0,485.0,336.0,221.0,1104.0,370.0,570.0,1054.0,1780.0,275.0,114.0,840.0,2573.0,945.0,2249.0,2013.0,807.0,355.0,805.0,856.0,756.0,315.0,1140.0,1342.0,1404.0,234.0,1941.0,805.0,972.0,536.0,603.0,1326.0,307.0,383.0,850.0,1353.0,984.0,1716.0,1008.0,850.0,215.0,721.0,810.0,4173.0,207.0,79234.6,1036794.0,1327065.308186
sub-CC210422_T1w,835.0,911.0,985.0,1420.0,1064.0,2923.0,1339.0,1249.0,600.0,230.0,1804.0,1569.0,317.0,915.0,3576.0,5380.0,535.0,580.0,1889.0,1085.0,1446.0,2604.0,1493.0,2526.0,2723.0,2311.0,2832.0,1599.0,1846.0,2681.0,855.0,383.0,285.0,1431.0,718.0,656.0,2244.0,2649.0,335.0,213.0,1045.0,2528.0,1483.0,2244.0,2296.0,1004.0,377.0,789.0,1034.0,1140.0,463.0,2502.0,1805.0,1899.0,382.0,3189.0,829.0,1074.0,646.0,955.0,1520.0,362.0,620.0,1206.0,2001.0,1299.0,2256.0,1276.0,1152.0,388.0,1513.0,1328.0,4869.0,283.0,108792.0,1389777.0,1867829.231705
sub-CC220198_T1w,742.0,885.0,836.0,1085.0,967.0,1866.0,791.0,856.0,408.0,169.0,1588.0,800.0,275.0,600.0,2643.0,5167.0,345.0,651.0,1440.0,906.0,1463.0,2299.0,746.0,2018.0,1989.0,1845.0,1676.0,1320.0,1646.0,1808.0,536.0,418.0,303.0,1267.0,576.0,629.0,1301.0,2036.0,243.0,222.0,1004.0,2367.0,1366.0,1847.0,1977.0,844.0,435.0,803.0,985.0,638.0,399.0,1122.0,1384.0,1807.0,210.0,2508.0,619.0,756.0,611.0,951.0,1358.0,331.0,566.0,951.0,1442.0,945.0,1749.0,1139.0,1106.0,190.0,1024.0,858.0,4588.0,218.0,86460.5,1239338.0,1570865.347913
sub-CC310214_T1w,520.0,971.0,824.0,901.0,660.0,2083.0,1013.0,1061.0,474.0,190.0,1450.0,852.0,260.0,685.0,2687.0,4363.0,367.0,486.0,1636.0,841.0,1621.0,2124.0,802.0,1674.0,1895.0,1280.0,1436.0,1496.0,1647.0,1645.0,540.0,389.0,199.0,984.0,541.0,441.0,1890.0,1964.0,219.0,177.0,755.0,2337.0,1396.0,1697.0,1950.0,968.0,333.0,717.0,799.0,854.0,376.0,1226.0,1727.0,1853.0,214.0,1987.0,581.0,879.0,549.0,697.0,1293.0,190.0,457.0,868.0,1124.0,1076.0,1750.0,1194.0,959.0,218.0,695.0,979.0,3736.0,192.0,81914.2,1095432.0,1327878.146505
sub-CC310252_T1w,715.0,955.0,831.0,957.0,894.0,2136.0,984.0,998.0,557.0,226.0,1731.0,1151.0,289.0,687.0,2894.0,5244.0,405.0,509.0,1971.0,1240.0,1431.0,2463.0,718.0,1825.0,2605.0,1723.0,1602.0,1207.0,1738.0,1784.0,611.0,424.0,281.0,1269.0,615.0,791.0,2162.0,2345.0,279.0,75.0,933.0,2731.0,1192.0,1950.0,2190.0,913.0,413.0,824.0,997.0,548.0,405.0,1529.0,1857.0,2032.0,402.0,2343.0,840.0,1118.0,561.0,853.0,1610.0,386.0,514.0,928.0,1796.0,1145.0,1746.0,1206.0,967.0,229.0,1234.0,1036.0,4966.0,272.0,93989.5,1291946.0,1726509.136224
sub-CC310361_T1w,668.0,708.0,904.0,821.0,755.0,1810.0,827.0,854.0,359.0,209.0,1395.0,871.0,333.0,451.0,2445.0,4341.0,398.0,417.0,1294.0,778.0,1025.0,2066.0,694.0,2112.0,1622.0,1735.0,1405.0,1024.0,1306.0,1394.0,539.0,278.0,268.0,1118.0,543.0,571.0,1702.0,1702.0,173.0,160.0,896.0,1972.0,1123.0,1424.0,1766.0,865.0,386.0,719.0,907.0,469.0,395.0,1209.0,1236.0,1843.0,218.0,2217.0,600.0,829.0,508.0,632.0,1350.0,419.0,503.0,884.0,1269.0,651.0,1657.0,965.0,827.0,242.0,772.0,825.0,3751.0,232.0,76639.1,1053625.0,1403724.090507
sub-CC310450_T1w,686.0,830.0,909.0,945.0,705.0,1881.0,932.0,933.0,395.0,191.0,1640.0,910.0,269.0,841.0,2587.0,4711.0,412.0,505.0,1329.0,1218.0,1118.0,2080.0,956.0,2071.0,1994.0,1766.0,1823.0,1438.0,1566.0,1762.0,679.0,383.0,309.0,1509.0,596.0,513.0,2033.0,2236.0,276.0,237.0,872.0,2439.0,1283.0,1654.0,2087.0,910.0,359.0,904.0,871.0,719.0,411.0,1555.0,1405.0,2035.0,210.0,2136.0,453.0,849.0,539.0,673.0,1388.0,322.0,575.0,1049.0,1807.0,916.0,1843.0,981.0,871.0,282.0,679.0,1042.0,4363.0,261.0,86914.3,1211525.0,1688113.85372
sub-CC310463_T1w,566.0,1001.0,1033.0,1165.0,871.0,1998.0,966.0,1180.0,395.0,211.0,1689.0,853.0,300.0,733.0,3205.0,5034.0,462.0,497.0,1768.0,1180.0,1404.0,2034.0,990.0,2004.0,1870.0,2117.0,2207.0,1400.0,1648.0,2078.0,542.0,447.0,250.0,1599.0,674.0,608.0,2252.0,2410.0,289.0,200.0,1132.0,2720.0,1750.0,1885.0,2003.0,1119.0,445.0,977.0,1038.0,1007.0,364.0,1717.0,1541.0,1852.0,329.0,2758.0,850.0,868.0,621.0,863.0,1423.0,314.0,456.0,775.0,1820.0,1120.0,2172.0,1330.0,729.0,256.0,862.0,1274.0,4535.0,192.0,95228.3,1282716.0,1701354.114003
sub-CC312058_T1w,796.0,1000.0,1138.0,1295.0,988.0,2632.0,1269.0,1727.0,283.0,191.0,1693.0,1098.0,255.0,1038.0,3633.0,5947.0,450.0,498.0,2219.0,1357.0,1626.0,2141.0,953.0,2030.0,1870.0,1301.0,1528.0,1377.0,2217.0,1478.0,655.0,416.0,317.0,1580.0,730.0,621.0,2284.0,2776.0,329.0,240.0,1022.0,2614.0,1711.0,1611.0,2378.0,942.0,414.0,890.0,1232.0,1058.0,459.0,1606.0,1990.0,3043.0,163.0,1890.0,917.0,1244.0,706.0,1021.0,1703.0,478.0,536.0,877.0,1399.0,1220.0,1254.0,1990.0,898.0,318.0,807.0,999.0,5044.0,273.0,100678.0,1299830.0,1685720.722998
sub-CC312222_T1w,546.0,793.0,825.0,796.0,1016.0,1966.0,903.0,855.0,377.0,273.0,1696.0,883.0,319.0,573.0,2430.0,4858.0,401.0,423.0,1498.0,1279.0,1231.0,2046.0,659.0,1793.0,2022.0,1759.0,1725.0,1285.0,1612.0,1681.0,599.0,325.0,251.0,1271.0,424.0,604.0,1783.0,2235.0,239.0,191.0,1068.0,2467.0,1345.0,1934.0,2018.0,788.0,437.0,860.0,1014.0,752.0,348.0,1138.0,1474.0,1715.0,300.0,2242.0,770.0,1040.0,466.0,652.0,1219.0,335.0,549.0,895.0,1744.0,1046.0,2043.0,1153.0,839.0,288.0,882.0,1097.0,4328.0,204.0,85892.4,1185389.0,1519341.093139
sub-CC320107_T1w,695.0,838.0,844.0,846.0,823.0,2225.0,1115.0,1129.0,310.0,269.0,1526.0,818.0,455.0,625.0,2836.0,4685.0,334.0,559.0,1450.0,1190.0,1106.0,2428.0,838.0,1782.0,1860.0,1837.0,1672.0,1368.0,1421.0,1907.0,641.0,277.0,196.0,1045.0,612.0,489.0,2104.0,1985.0,277.0,123.0,814.0,2525.0,1215.0,2223.0,1810.0,978.0,538.0,749.0,910.0,806.0,387.0,1407.0,1977.0,1786.0,347.0,2270.0,594.0,1117.0,636.0,711.0,1397.0,495.0,524.0,803.0,1691.0,1050.0,2150.0,859.0,785.0,309.0,769.0,1039.0,3999.0,169.0,87380.5,1150105.0,1636166.5741
sub-CC320321_T1w,454.0,788.0,909.0,762.0,741.0,1589.0,819.0,837.0,262.0,128.0,1550.0,892.0,331.0,673.0,2740.0,3959.0,374.0,448.0,1696.0,976.0,1495.0,1643.0,771.0,1449.0,1871.0,1463.0,1637.0,1176.0,1650.0,1430.0,423.0,224.0,243.0,1118.0,518.0,394.0,1761.0,1630.0,238.0,145.0,849.0,2055.0,1093.0,1574.0,1774.0,695.0,297.0,713.0,797.0,649.0,222.0,1441.0,1229.0,1493.0,101.0,2499.0,646.0,800.0,579.0,570.0,1224.0,286.0,384.0,440.0,1645.0,826.0,1697.0,1002.0,809.0,57.0,621.0,934.0,3705.0,156.0,76067.5,958715.0,1337630.62701
sub-CC320325_T1w,667.0,1051.0,899.0,891.0,792.0,2065.0,941.0,871.0,346.0,146.0,1419.0,822.0,304.0,480.0,2994.0,4906.0,375.0,434.0,1565.0,916.0,967.0,2014.0,724.0,1964.0,1410.0,1463.0,1570.0,1100.0,1496.0,1694.0,643.0,366.0,234.0,1307.0,660.0,499.0,1448.0,2001.0,220.0,129.0,965.0,1959.0,1288.0,1491.0,1966.0,879.0,446.0,761.0,860.0,714.0,481.0,1175.0,1548.0,1796.0,227.0,2058.0,506.0,898.0,762.0,705.0,1309.0,329.0,600.0,916.0,1335.0,925.0,1484.0,1007.0,911.0,181.0,649.0,952.0,4052.0,264.0,81192.6,1067405.0,1517136.318686
sub-CC320336_T1w,556.0,811.0,724.0,791.0,807.0,1675.0,718.0,743.0,307.0,141.0,1546.0,716.0,194.0,459.0,2313.0,3493.0,294.0,305.0,1214.0,1166.0,949.0,1822.0,702.0,1536.0,1383.0,1128.0,1338.0,1126.0,1404.0,1667.0,517.0,285.0,243.0,1071.0,548.0,450.0,1770.0,1715.0,158.0,75.0,748.0,2320.0,1238.0,1892.0,1768.0,664.0,284.0,711.0,782.0,945.0,364.0,1068.0,1392.0,1487.0,260.0,2036.0,562.0,991.0,435.0,464.0,949.0,199.0,411.0,720.0,1346.0,787.0,1269.0,926.0,721.0,190.0,934.0,1090.0,3023.0,195.0,72027.4,979457.0,1025351.834065
sub-CC320576_T1w,695.0,910.0,862.0,913.0,970.0,1917.0,1160.0,944.0,308.0,210.0,1722.0,1213.0,254.0,544.0,2427.0,4846.0,355.0,354.0,1411.0,1070.0,1559.0,2115.0,696.0,1645.0,1784.0,1727.0,1724.0,1364.0,1344.0,1901.0,565.0,339.0,282.0,1077.0,574.0,628.0,1702.0,1718.0,311.0,244.0,1040.0,2211.0,1410.0,1932.0,1979.0,921.0,373.0,793.0,969.0,501.0,286.0,1090.0,1314.0,1896.0,186.0,2206.0,830.0,922.0,538.0,645.0,1457.0,250.0,404.0,837.0,1515.0,801.0,1806.0,1071.0,586.0,201.0,804.0,1059.0,3613.0,241.0,83072.1,1142456.0,1470810.376096
sub-CC321899_T1w,651.0,907.0,881.0,1273.0,833.0,1958.0,1098.0,885.0,420.0,177.0,1683.0,914.0,350.0,689.0,2855.0,4600.0,368.0,443.0,1584.0,1059.0,1144.0,2220.0,1019.0,2012.0,2094.0,1906.0,1793.0,1322.0,1530.0,1850.0,574.0,363.0,279.0,1276.0,549.0,765.0,1763.0,1848.0,314.0,240.0,1006.0,2081.0,1312.0,1533.0,1984.0,834.0,467.0,807.0,1131.0,847.0,388.0,1314.0,1713.0,1595.0,453.0,2325.0,647.0,1042.0,452.0,669.0,1133.0,350.0,428.0,1016.0,1888.0,838.0,1822.0,1133.0,1033.0,308.0,854.0,932.0,3751.0,318.0,86895.4,1105503.0,1299580.729221
sub-CC410015_T1w,511.0,961.0,761.0,1074.0,719.0,1844.0,957.0,972.0,476.0,228.0,1897.0,992.0,188.0,437.0,3044.0,3958.0,358.0,403.0,1319.0,1190.0,1430.0,2197.0,924.0,1589.0,1954.0,1731.0,1680.0,1307.0,1332.0,1791.0,536.0,399.0,258.0,1218.0,521.0,612.0,1885.0,1728.0,267.0,94.0,919.0,2340.0,1301.0,1875.0,1915.0,865.0,411.0,685.0,852.0,930.0,361.0,1343.0,1661.0,1484.0,284.0,2330.0,637.0,842.0,428.0,677.0,1225.0,284.0,499.0,831.0,1529.0,971.0,1920.0,1055.0,854.0,327.0,823.0,1042.0,4519.0,251.0,84014.8,1036220.0,1404647.707424
sub-CC410032_T1w,748.0,1008.0,795.0,925.0,931.0,1837.0,876.0,838.0,364.0,170.0,1741.0,729.0,265.0,624.0,2807.0,4129.0,371.0,506.0,1595.0,1179.0,1291.0,2302.0,574.0,1860.0,1976.0,1698.0,1442.0,1336.0,1501.0,1652.0,600.0,363.0,273.0,1113.0,503.0,555.0,1655.0,1649.0,261.0,181.0,933.0,2600.0,1284.0,2100.0,1927.0,787.0,335.0,810.0,1012.0,520.0,430.0,1089.0,1567.0,1826.0,416.0,2526.0,805.0,1146.0,544.0,663.0,1318.0,335.0,473.0,888.0,1464.0,1050.0,1940.0,959.0,948.0,201.0,663.0,823.0,3065.0,240.0,82909.2,1130374.0,1521472.813577
sub-CC410084_T1w,605.0,1093.0,850.0,1036.0,769.0,2104.0,859.0,806.0,376.0,211.0,1295.0,837.0,241.0,623.0,2199.0,4462.0,354.0,403.0,1588.0,1006.0,1538.0,1848.0,711.0,1632.0,1899.0,1587.0,1356.0,1100.0,1498.0,1217.0,496.0,197.0,189.0,1256.0,588.0,495.0,1466.0,2068.0,229.0,88.0,835.0,1905.0,1193.0,1523.0,1848.0,758.0,296.0,798.0,834.0,568.0,362.0,1219.0,1515.0,1584.0,346.0,2149.0,606.0,895.0,576.0,678.0,1218.0,283.0,335.0,854.0,1327.0,810.0,1476.0,1151.0,817.0,273.0,686.0,844.0,4028.0,211.0,77974.0,1031388.0,1458445.473766
sub-CC410086_T1w,778.0,965.0,1042.0,940.0,988.0,2013.0,959.0,1005.0,366.0,194.0,1200.0,748.0,274.0,313.0,2351.0,4932.0,358.0,415.0,1523.0,870.0,1214.0,2137.0,1063.0,1639.0,2295.0,1706.0,1334.0,1374.0,1938.0,1422.0,583.0,292.0,248.0,1354.0,659.0,702.0,1859.0,2163.0,269.0,147.0,968.0,2139.0,1352.0,1487.0,2551.0,991.0,363.0,847.0,802.0,705.0,282.0,811.0,1463.0,2039.0,403.0,2276.0,630.0,978.0,469.0,775.0,1416.0,279.0,504.0,924.0,1578.0,1003.0,1531.0,992.0,1204.0,167.0,686.0,1082.0,4083.0,195.0,84605.4,1190305.0,1628119.801401
sub-CC410094_T1w,652.0,1028.0,994.0,1143.0,909.0,2232.0,967.0,996.0,385.0,245.0,1771.0,964.0,286.0,559.0,2338.0,4528.0,443.0,489.0,1500.0,1052.0,1124.0,1956.0,995.0,1799.0,1740.0,1867.0,1459.0,1324.0,1478.0,1501.0,575.0,299.0,297.0,1137.0,562.0,603.0,2051.0,2184.0,316.0,232.0,1009.0,2310.0,1578.0,1853.0,2159.0,841.0,410.0,903.0,949.0,995.0,268.0,1250.0,1572.0,1541.0,210.0,2119.0,587.0,813.0,562.0,956.0,1012.0,414.0,454.0,883.0,1543.0,1070.0,2093.0,1097.0,808.0,168.0,790.0,1151.0,3732.0,190.0,85270.2,1127474.0,1425733.292891
sub-CC410097_T1w,648.0,924.0,766.0,784.0,697.0,1639.0,728.0,917.0,360.0,172.0,1306.0,808.0,242.0,407.0,2137.0,3969.0,412.0,374.0,1083.0,947.0,1066.0,1843.0,747.0,1706.0,1883.0,1670.0,1173.0,1256.0,1391.0,1467.0,530.0,282.0,205.0,1002.0,497.0,408.0,1908.0,1668.0,213.0,177.0,846.0,2602.0,1150.0,1417.0,1901.0,845.0,428.0,724.0,930.0,627.0,243.0,1156.0,1251.0,2062.0,210.0,1755.0,476.0,941.0,331.0,749.0,1157.0,272.0,361.0,918.0,1263.0,774.0,1387.0,988.0,822.0,293.0,744.0,788.0,3475.0,170.0,74469.0,989012.0,1390007.785049
sub-CC410101_T1w,602.0,786.0,905.0,1000.0,853.0,1936.0,712.0,867.0,366.0,164.0,1770.0,871.0,253.0,588.0,2652.0,5038.0,385.0,495.0,1731.0,952.0,1414.0,1992.0,979.0,1967.0,2083.0,1641.0,2001.0,1368.0,1557.0,2044.0,608.0,331.0,309.0,1300.0,586.0,736.0,1711.0,2107.0,291.0,106.0,949.0,2054.0,1314.0,1728.0,2020.0,1024.0,441.0,713.0,842.0,791.0,341.0,1154.0,1403.0,1787.0,309.0,2316.0,520.0,824.0,587.0,666.0,1514.0,310.0,532.0,920.0,1918.0,792.0,2136.0,1066.0,1113.0,222.0,921.0,1060.0,4130.0,188.0,86662.0,1158276.0,1659533.320753
sub-CC410119_T1w,565.0,910.0,1026.0,974.0,785.0,2341.0,1189.0,1046.0,348.0,237.0,1597.0,963.0,378.0,658.0,2841.0,5401.0,506.0,619.0,1354.0,1170.0,1426.0,2013.0,778.0,1962.0,2196.0,1771.0,1532.0,1428.0,1922.0,1322.0,711.0,366.0,253.0,1187.0,488.0,566.0,1681.0,2101.0,269.0,96.0,982.0,2216.0,1136.0,1617.0,2364.0,813.0,519.0,915.0,927.0,671.0,238.0,1468.0,1553.0,2238.0,142.0,2078.0,401.0,1167.0,658.0,577.0,1451.0,404.0,508.0,881.0,1740.0,1185.0,1556.0,1372.0,954.0,242.0,656.0,1031.0,4226.0,288.0,88150.0,1143205.0,1662778.743979
sub-CC410121_T1w,511.0,926.0,929.0,842.0,738.0,1665.0,799.0,780.0,319.0,187.0,1242.0,769.0,210.0,381.0,2342.0,3941.0,331.0,371.0,1371.0,832.0,1413.0,1833.0,1039.0,1676.0,1782.0,1463.0,1566.0,1162.0,1563.0,1811.0,514.0,293.0,228.0,1174.0,478.0,700.0,1281.0,1902.0,194.0,141.0,945.0,2259.0,1247.0,1402.0,1966.0,922.0,313.0,835.0,769.0,676.0,250.0,1113.0,1160.0,1405.0,464.0,2079.0,621.0,720.0,497.0,665.0,1196.0,215.0,372.0,781.0,1314.0,656.0,1597.0,964.0,892.0,223.0,745.0,801.0,3799.0,182.0,75746.1,1011814.0,1409207.765062
sub-CC410177_T1w,811.0,961.0,1012.0,1082.0,903.0,2575.0,1060.0,1191.0,473.0,185.0,1705.0,841.0,216.0,579.0,2688.0,5293.0,393.0,472.0,1611.0,1164.0,1614.0,2510.0,688.0,2162.0,2239.0,2035.0,2344.0,1626.0,1830.0,2187.0,624.0,462.0,252.0,1577.0,678.0,712.0,2099.0,2307.0,302.0,116.0,1004.0,2338.0,1648.0,2015.0,2296.0,1063.0,427.0,961.0,933.0,746.0,426.0,1345.0,1778.0,1948.0,519.0,2736.0,620.0,1101.0,665.0,904.0,1759.0,362.0,512.0,1065.0,1606.0,1452.0,2462.0,1000.0,964.0,377.0,1094.0,1256.0,4585.0,180.0,97726.8,1309708.0,1738987.953793
sub-CC410182_T1w,724.0,1003.0,847.0,904.0,887.0,1945.0,890.0,920.0,329.0,181.0,1568.0,798.0,228.0,590.0,3059.0,4568.0,367.0,516.0,1750.0,1088.0,1095.0,1766.0,694.0,1651.0,1653.0,1933.0,1717.0,1396.0,1509.0,1640.0,560.0,331.0,244.0,1088.0,493.0,546.0,1712.0,2276.0,231.0,142.0,900.0,2420.0,1455.0,1711.0,1924.0,877.0,348.0,738.0,878.0,532.0,339.0,1202.0,1338.0,1497.0,221.0,1934.0,893.0,766.0,670.0,648.0,1352.0,273.0,538.0,827.0,1818.0,1065.0,1730.0,1431.0,727.0,196.0,803.0,1182.0,4195.0,177.0,83443.6,1092625.0,1425257.423708
sub-CC410243_T1w,556.0,731.0,811.0,802.0,733.0,1836.0,1065.0,1001.0,385.0,188.0,1430.0,759.0,223.0,559.0,2437.0,3817.0,308.0,422.0,1234.0,1001.0,1281.0,2081.0,817.0,1653.0,1553.0,1748.0,1370.0,1181.0,1444.0,1407.0,577.0,274.0,301.0,1068.0,476.0,404.0,1424.0,1668.0,213.0,227.0,847.0,1969.0,1093.0,1501.0,1811.0,816.0,305.0,704.0,854.0,611.0,260.0,1239.0,1589.0,1629.0,253.0,2213.0,346.0,924.0,571.0,709.0,1157.0,301.0,505.0,827.0,1305.0,1170.0,1505.0,1205.0,599.0,104.0,721.0,831.0,3856.0,183.0,75980.0,1070874.0,1480772.944078
sub-CC410248_T1w,624.0,747.0,1106.0,883.0,740.0,2140.0,892.0,903.0,324.0,228.0,1654.0,1044.0,237.0,655.0,2527.0,4196.0,368.0,496.0,1319.0,1365.0,1703.0,1678.0,799.0,1756.0,2174.0,1508.0,1756.0,1277.0,1680.0,1567.0,502.0,301.0,241.0,1267.0,740.0,512.0,2312.0,1971.0,296.0,103.0,896.0,1975.0,1312.0,1522.0,2036.0,948.0,513.0,777.0,968.0,838.0,277.0,1036.0,1205.0,1856.0,289.0,1982.0,455.0,1174.0,485.0,1081.0,1443.0,296.0,403.0,786.0,1809.0,507.0,1535.0,946.0,1126.0,295.0,812.0,1146.0,4242.0,211.0,83773.6,1150920.0,1568901.340376
sub-CC410284_T1w,572.0,753.0,552.0,884.0,877.0,2105.0,1029.0,804.0,258.0,139.0,1329.0,1211.0,331.0,834.0,3174.0,4105.0,331.0,399.0,1986.0,1009.0,1371.0,2058.0,861.0,1616.0,1529.0,1155.0,1065.0,708.0,1244.0,1074.0,627.0,293.0,258.0,1084.0,489.0,462.0,1713.0,1919.0,288.0,185.0,753.0,2087.0,1079.0,1544.0,1165.0,504.0,360.0,668.0,922.0,686.0,304.0,1800.0,1654.0,1781.0,193.0,1432.0,733.0,1086.0,741.0,789.0,1423.0,366.0,357.0,858.0,1270.0,1060.0,797.0,842.0,590.0,262.0,501.0,907.0,3890.0,159.0,76243.9,991936.0,1312782.103029
sub-CC410287_T1w,618.0,809.0,914.0,942.0,853.0,2329.0,794.0,809.0,403.0,241.0,1578.0,964.0,321.0,757.0,2986.0,4500.0,433.0,499.0,1584.0,1217.0,1366.0,2132.0,780.0,2073.0,2363.0,2325.0,1803.0,1789.0,1820.0,1865.0,669.0,377.0,286.0,1357.0,517.0,573.0,1732.0,2106.0,301.0,137.0,1031.0,2159.0,1337.0,1936.0,2159.0,776.0,449.0,809.0,1066.0,715.0,217.0,1629.0,1457.0,2014.0,538.0,2838.0,546.0,1048.0,635.0,944.0,1226.0,363.0,482.0,890.0,1448.0,1013.0,2210.0,1201.0,973.0,283.0,886.0,1030.0,3787.0,348.0,90362.5,1113186.0,1425428.610495
sub-CC410323_T1w,574.0,841.0,943.0,862.0,864.0,1915.0,918.0,926.0,333.0,195.0,1393.0,840.0,175.0,676.0,2274.0,4242.0,344.0,488.0,1548.0,1062.0,1444.0,1847.0,644.0,1842.0,1670.0,1384.0,1981.0,1235.0,1679.0,1802.0,645.0,263.0,238.0,1259.0,495.0,481.0,1889.0,1830.0,276.0,164.0,901.0,2273.0,1280.0,1402.0,2223.0,989.0,404.0,732.0,839.0,673.0,326.0,1217.0,1554.0,1574.0,286.0,2719.0,674.0,936.0,749.0,856.0,1346.0,258.0,455.0,878.0,1244.0,924.0,1545.0,1113.0,915.0,171.0,773.0,1075.0,3877.0,181.0,81842.3,1062762.0,1526475.252624
